Hidden Layers: [4, 8], Activation: sigmoid, Epochs: 250, LR: 10, Batch Size: 512, Test Loss: 2.2779
Hidden Layers: [16, 32], Activation: softmax, Epochs: 50, LR: 0.001, Batch Size: 256, Test Loss: 0.7075
Hidden Layers: [16, 32], Activation: softmax, Epochs: 50, LR: 0.001, Batch Size: 512, Test Loss: 0.8340
Hidden Layers: [16, 32], Activation: softmax, Epochs: 50, LR: 0.0001, Batch Size: 16, Test Loss: 0.7850
Hidden Layers: [16, 32], Activation: softmax, Epochs: 50, LR: 0.0001, Batch Size: 32, Test Loss: 0.8831
Hidden Layers: [16, 32], Activation: softmax, Epochs: 50, LR: 0.0001, Batch Size: 64, Test Loss: 0.9552
Hidden Layers: [16, 32], Activation: softmax, Epochs: 50, LR: 0.0001, Batch Size: 128, Test Loss: 0.9882
Hidden Layers: [16, 32], Activation: softmax, Epochs: 50, LR: 0.0001, Batch Size: 256, Test Loss: 1.0017
Hidden Layers: [16, 32], Activation: softmax, Epochs: 50, LR: 0.0001, Batch Size: 512, Test Loss: 1.0017
Hidden Layers: [16, 32], Activation: softmax, Epochs: 100, LR: 10, Batch Size: 16, Test Loss: 1.0896
Hidden Layers: [16, 32], Activation: softmax, Epochs: 100, LR: 10, Batch Size: 32, Test Loss: 1.2480
Hidden Layers: [16, 32], Activation: softmax, Epochs: 100, LR: 10, Batch Size: 64, Test Loss: 1.0254
Hidden Layers: [16, 32], Activation: softmax, Epochs: 100, LR: 10, Batch Size: 128, Test Loss: 4.1579
Hidden Layers: [16, 32], Activation: softmax, Epochs: 100, LR: 10, Batch Size: 256, Test Loss: 1.1173
Hidden Layers: [16, 32], Activation: softmax, Epochs: 100, LR: 10, Batch Size: 512, Test Loss: 1.1444
Hidden Layers: [16, 32], Activation: softmax, Epochs: 100, LR: 1, Batch Size: 16, Test Loss: 0.9952
Hidden Layers: [16, 32], Activation: softmax, Epochs: 100, LR: 1, Batch Size: 32, Test Loss: 1.2657
Hidden Layers: [16, 32], Activation: softmax, Epochs: 100, LR: 1, Batch Size: 64, Test Loss: 1.0264
Hidden Layers: [16, 32], Activation: softmax, Epochs: 100, LR: 1, Batch Size: 128, Test Loss: 0.9819
Hidden Layers: [16, 32], Activation: softmax, Epochs: 100, LR: 1, Batch Size: 256, Test Loss: 0.8731
Hidden Layers: [16, 32], Activation: softmax, Epochs: 100, LR: 1, Batch Size: 512, Test Loss: 0.8216
Hidden Layers: [16, 32], Activation: softmax, Epochs: 100, LR: 0.1, Batch Size: 16, Test Loss: 0.7855
Hidden Layers: [16, 32], Activation: softmax, Epochs: 100, LR: 0.1, Batch Size: 32, Test Loss: 0.6920
Hidden Layers: [16, 32], Activation: softmax, Epochs: 100, LR: 0.1, Batch Size: 64, Test Loss: 0.6769
Hidden Layers: [16, 32], Activation: softmax, Epochs: 100, LR: 0.1, Batch Size: 128, Test Loss: 0.6657
Hidden Layers: [16, 32], Activation: softmax, Epochs: 100, LR: 0.1, Batch Size: 256, Test Loss: 0.6835
Hidden Layers: [16, 32], Activation: softmax, Epochs: 100, LR: 0.1, Batch Size: 512, Test Loss: 0.6754
Hidden Layers: [16, 32], Activation: softmax, Epochs: 100, LR: 0.01, Batch Size: 16, Test Loss: 0.6471
Hidden Layers: [16, 32], Activation: softmax, Epochs: 100, LR: 0.01, Batch Size: 32, Test Loss: 0.6575
Hidden Layers: [16, 32], Activation: softmax, Epochs: 100, LR: 0.01, Batch Size: 64, Test Loss: 0.6224
Hidden Layers: [16, 32], Activation: softmax, Epochs: 100, LR: 0.01, Batch Size: 128, Test Loss: 0.6443
Hidden Layers: [16, 32], Activation: softmax, Epochs: 100, LR: 0.01, Batch Size: 256, Test Loss: 0.6369
Hidden Layers: [16, 32], Activation: softmax, Epochs: 100, LR: 0.01, Batch Size: 512, Test Loss: 0.6446
Hidden Layers: [16, 32], Activation: softmax, Epochs: 100, LR: 0.001, Batch Size: 16, Test Loss: 0.6448
Hidden Layers: [16, 32], Activation: softmax, Epochs: 100, LR: 0.001, Batch Size: 32, Test Loss: 0.6395
Hidden Layers: [16, 32], Activation: softmax, Epochs: 100, LR: 0.001, Batch Size: 64, Test Loss: 0.6246
Hidden Layers: [16, 32], Activation: softmax, Epochs: 100, LR: 0.001, Batch Size: 128, Test Loss: 0.6629
Hidden Layers: [16, 32], Activation: softmax, Epochs: 100, LR: 0.001, Batch Size: 256, Test Loss: 0.6789
Hidden Layers: [16, 32], Activation: softmax, Epochs: 100, LR: 0.001, Batch Size: 512, Test Loss: 0.7012
Hidden Layers: [16, 32], Activation: softmax, Epochs: 100, LR: 0.0001, Batch Size: 16, Test Loss: 0.6990
Hidden Layers: [16, 32], Activation: softmax, Epochs: 100, LR: 0.0001, Batch Size: 32, Test Loss: 0.7308
Hidden Layers: [16, 32], Activation: softmax, Epochs: 100, LR: 0.0001, Batch Size: 64, Test Loss: 0.8402
Hidden Layers: [16, 32], Activation: softmax, Epochs: 100, LR: 0.0001, Batch Size: 128, Test Loss: 0.9571
Hidden Layers: [16, 32], Activation: softmax, Epochs: 100, LR: 0.0001, Batch Size: 256, Test Loss: 0.9873
Hidden Layers: [16, 32], Activation: softmax, Epochs: 100, LR: 0.0001, Batch Size: 512, Test Loss: 0.9954
Hidden Layers: [16, 32], Activation: softmax, Epochs: 250, LR: 10, Batch Size: 16, Test Loss: 1.2352
Hidden Layers: [16, 32], Activation: softmax, Epochs: 250, LR: 10, Batch Size: 32, Test Loss: 5.3850
Hidden Layers: [16, 32], Activation: softmax, Epochs: 250, LR: 10, Batch Size: 64, Test Loss: 0.9875
Hidden Layers: [16, 32], Activation: softmax, Epochs: 250, LR: 10, Batch Size: 128, Test Loss: 1.0078
Hidden Layers: [16, 32], Activation: softmax, Epochs: 250, LR: 10, Batch Size: 256, Test Loss: 1.0034
Hidden Layers: [16, 32], Activation: softmax, Epochs: 250, LR: 10, Batch Size: 512, Test Loss: 2.4511
Hidden Layers: [16, 32], Activation: softmax, Epochs: 250, LR: 1, Batch Size: 16, Test Loss: 1.0025
Hidden Layers: [16, 32], Activation: softmax, Epochs: 250, LR: 1, Batch Size: 32, Test Loss: 1.0573
Hidden Layers: [16, 32], Activation: softmax, Epochs: 250, LR: 1, Batch Size: 64, Test Loss: 1.0054
Hidden Layers: [16, 32], Activation: softmax, Epochs: 250, LR: 1, Batch Size: 128, Test Loss: 0.9494
Hidden Layers: [16, 32], Activation: softmax, Epochs: 250, LR: 1, Batch Size: 256, Test Loss: 0.8540
Hidden Layers: [16, 32], Activation: softmax, Epochs: 250, LR: 1, Batch Size: 512, Test Loss: 0.8218
Hidden Layers: [16, 32], Activation: softmax, Epochs: 250, LR: 0.1, Batch Size: 16, Test Loss: 0.7394
Hidden Layers: [16, 32], Activation: softmax, Epochs: 250, LR: 0.1, Batch Size: 32, Test Loss: 0.6999
Hidden Layers: [16, 32], Activation: softmax, Epochs: 250, LR: 0.1, Batch Size: 64, Test Loss: 0.6926
Hidden Layers: [16, 32], Activation: softmax, Epochs: 250, LR: 0.1, Batch Size: 128, Test Loss: 0.6931
Hidden Layers: [16, 32], Activation: softmax, Epochs: 250, LR: 0.1, Batch Size: 256, Test Loss: 0.6356
Hidden Layers: [16, 32], Activation: softmax, Epochs: 250, LR: 0.1, Batch Size: 512, Test Loss: 0.7284
Hidden Layers: [16, 32], Activation: softmax, Epochs: 250, LR: 0.01, Batch Size: 16, Test Loss: 0.7025
Hidden Layers: [16, 32], Activation: softmax, Epochs: 250, LR: 0.01, Batch Size: 32, Test Loss: 0.6770
Hidden Layers: [16, 32], Activation: softmax, Epochs: 250, LR: 0.01, Batch Size: 64, Test Loss: 0.6452
Hidden Layers: [16, 32], Activation: softmax, Epochs: 250, LR: 0.01, Batch Size: 128, Test Loss: 0.6672
Hidden Layers: [16, 32], Activation: softmax, Epochs: 250, LR: 0.01, Batch Size: 256, Test Loss: 0.6585
Hidden Layers: [16, 32], Activation: softmax, Epochs: 250, LR: 0.01, Batch Size: 512, Test Loss: 0.6246
Hidden Layers: [16, 32], Activation: softmax, Epochs: 250, LR: 0.001, Batch Size: 16, Test Loss: 0.6320
Hidden Layers: [16, 32], Activation: softmax, Epochs: 250, LR: 0.001, Batch Size: 32, Test Loss: 0.6437
Hidden Layers: [16, 32], Activation: softmax, Epochs: 250, LR: 0.001, Batch Size: 64, Test Loss: 0.6255
Hidden Layers: [16, 32], Activation: softmax, Epochs: 250, LR: 0.001, Batch Size: 128, Test Loss: 0.6341
Hidden Layers: [16, 32], Activation: softmax, Epochs: 250, LR: 0.001, Batch Size: 256, Test Loss: 0.6471
Hidden Layers: [16, 32], Activation: softmax, Epochs: 250, LR: 0.001, Batch Size: 512, Test Loss: 0.6618
Hidden Layers: [16, 32], Activation: softmax, Epochs: 250, LR: 0.0001, Batch Size: 16, Test Loss: 0.6682
Hidden Layers: [16, 32], Activation: softmax, Epochs: 250, LR: 0.0001, Batch Size: 32, Test Loss: 0.6808
Hidden Layers: [16, 32], Activation: softmax, Epochs: 250, LR: 0.0001, Batch Size: 64, Test Loss: 0.6778
Hidden Layers: [16, 32], Activation: softmax, Epochs: 250, LR: 0.0001, Batch Size: 128, Test Loss: 0.7555
Hidden Layers: [16, 32], Activation: softmax, Epochs: 250, LR: 0.0001, Batch Size: 256, Test Loss: 0.8989
Hidden Layers: [16, 32], Activation: softmax, Epochs: 250, LR: 0.0001, Batch Size: 512, Test Loss: 0.9674
Hidden Layers: [16, 32], Activation: tanh, Epochs: 1, LR: 10, Batch Size: 16, Test Loss: 1.4207
Hidden Layers: [16, 32], Activation: tanh, Epochs: 1, LR: 10, Batch Size: 32, Test Loss: 51.1854
Hidden Layers: [16, 32], Activation: tanh, Epochs: 1, LR: 10, Batch Size: 64, Test Loss: 27.5080
Hidden Layers: [16, 32], Activation: tanh, Epochs: 1, LR: 10, Batch Size: 128, Test Loss: 411.3060
Hidden Layers: [16, 32], Activation: tanh, Epochs: 1, LR: 10, Batch Size: 256, Test Loss: 564.7312
Hidden Layers: [16, 32], Activation: tanh, Epochs: 1, LR: 10, Batch Size: 512, Test Loss: 1090.6210
Hidden Layers: [16, 32], Activation: tanh, Epochs: 1, LR: 1, Batch Size: 16, Test Loss: 1.5945
Hidden Layers: [16, 32], Activation: tanh, Epochs: 1, LR: 1, Batch Size: 32, Test Loss: 1.4878
Hidden Layers: [16, 32], Activation: tanh, Epochs: 1, LR: 1, Batch Size: 64, Test Loss: 1.9246
Hidden Layers: [16, 32], Activation: tanh, Epochs: 1, LR: 1, Batch Size: 128, Test Loss: 5.5926
Hidden Layers: [16, 32], Activation: tanh, Epochs: 1, LR: 1, Batch Size: 256, Test Loss: 13.2575
Hidden Layers: [16, 32], Activation: tanh, Epochs: 1, LR: 1, Batch Size: 512, Test Loss: 9.9951
Hidden Layers: [16, 32], Activation: tanh, Epochs: 1, LR: 0.1, Batch Size: 16, Test Loss: 0.8940
Hidden Layers: [16, 32], Activation: tanh, Epochs: 1, LR: 0.1, Batch Size: 32, Test Loss: 1.3380
Hidden Layers: [16, 32], Activation: tanh, Epochs: 1, LR: 0.1, Batch Size: 64, Test Loss: 1.0058
Hidden Layers: [16, 32], Activation: tanh, Epochs: 1, LR: 0.1, Batch Size: 128, Test Loss: 0.8051
Hidden Layers: [16, 32], Activation: tanh, Epochs: 1, LR: 0.1, Batch Size: 256, Test Loss: 0.7671
Hidden Layers: [16, 32], Activation: tanh, Epochs: 1, LR: 0.1, Batch Size: 512, Test Loss: 0.9042
Hidden Layers: [16, 32], Activation: tanh, Epochs: 1, LR: 0.01, Batch Size: 16, Test Loss: 0.7558
Hidden Layers: [16, 32], Activation: tanh, Epochs: 1, LR: 0.01, Batch Size: 32, Test Loss: 0.7603
Hidden Layers: [16, 32], Activation: tanh, Epochs: 1, LR: 0.01, Batch Size: 64, Test Loss: 0.7377
Hidden Layers: [16, 32], Activation: tanh, Epochs: 1, LR: 0.01, Batch Size: 128, Test Loss: 0.7372
Hidden Layers: [16, 32], Activation: tanh, Epochs: 1, LR: 0.01, Batch Size: 256, Test Loss: 0.7473
Hidden Layers: [16, 32], Activation: tanh, Epochs: 1, LR: 0.01, Batch Size: 512, Test Loss: 0.7542
Hidden Layers: [16, 32], Activation: tanh, Epochs: 1, LR: 0.001, Batch Size: 16, Test Loss: 0.7396
Hidden Layers: [16, 32], Activation: tanh, Epochs: 1, LR: 0.001, Batch Size: 32, Test Loss: 0.7564
Hidden Layers: [16, 32], Activation: tanh, Epochs: 1, LR: 0.001, Batch Size: 64, Test Loss: 0.7548
Hidden Layers: [16, 32], Activation: tanh, Epochs: 1, LR: 0.001, Batch Size: 128, Test Loss: 0.8090
Hidden Layers: [16, 32], Activation: tanh, Epochs: 1, LR: 0.001, Batch Size: 256, Test Loss: 0.9067
Hidden Layers: [16, 32], Activation: tanh, Epochs: 1, LR: 0.001, Batch Size: 512, Test Loss: 0.9672
Hidden Layers: [16, 32], Activation: tanh, Epochs: 1, LR: 0.0001, Batch Size: 16, Test Loss: 0.9022
Hidden Layers: [16, 32], Activation: tanh, Epochs: 1, LR: 0.0001, Batch Size: 32, Test Loss: 0.9737
Hidden Layers: [16, 32], Activation: tanh, Epochs: 1, LR: 0.0001, Batch Size: 64, Test Loss: 0.9924
Hidden Layers: [16, 32], Activation: tanh, Epochs: 1, LR: 0.0001, Batch Size: 128, Test Loss: 0.9107
Hidden Layers: [16, 32], Activation: tanh, Epochs: 1, LR: 0.0001, Batch Size: 256, Test Loss: 1.1269
Hidden Layers: [16, 32], Activation: tanh, Epochs: 1, LR: 0.0001, Batch Size: 512, Test Loss: 0.9943
Hidden Layers: [16, 32], Activation: tanh, Epochs: 10, LR: 10, Batch Size: 16, Test Loss: 21.5880
Hidden Layers: [16, 32], Activation: tanh, Epochs: 10, LR: 10, Batch Size: 32, Test Loss: 1.5528
Hidden Layers: [16, 32], Activation: tanh, Epochs: 10, LR: 10, Batch Size: 64, Test Loss: 1.5266
Hidden Layers: [16, 32], Activation: tanh, Epochs: 10, LR: 10, Batch Size: 128, Test Loss: 0.9047
Hidden Layers: [16, 32], Activation: tanh, Epochs: 10, LR: 10, Batch Size: 256, Test Loss: 1.3006
Hidden Layers: [16, 32], Activation: tanh, Epochs: 10, LR: 10, Batch Size: 512, Test Loss: 4.4664
Hidden Layers: [16, 32], Activation: tanh, Epochs: 10, LR: 1, Batch Size: 16, Test Loss: 5.9348
Hidden Layers: [16, 32], Activation: tanh, Epochs: 10, LR: 1, Batch Size: 32, Test Loss: 1.9781
Hidden Layers: [16, 32], Activation: tanh, Epochs: 10, LR: 1, Batch Size: 64, Test Loss: 0.9708
Hidden Layers: [16, 32], Activation: tanh, Epochs: 10, LR: 1, Batch Size: 128, Test Loss: 0.8756
Hidden Layers: [16, 32], Activation: tanh, Epochs: 10, LR: 1, Batch Size: 256, Test Loss: 0.9523
Hidden Layers: [16, 32], Activation: tanh, Epochs: 10, LR: 1, Batch Size: 512, Test Loss: 1.1508
Hidden Layers: [16, 32], Activation: tanh, Epochs: 10, LR: 0.1, Batch Size: 16, Test Loss: 1.5744
Hidden Layers: [16, 32], Activation: tanh, Epochs: 10, LR: 0.1, Batch Size: 32, Test Loss: 0.8236
Hidden Layers: [16, 32], Activation: tanh, Epochs: 10, LR: 0.1, Batch Size: 64, Test Loss: 0.7218
Hidden Layers: [16, 32], Activation: tanh, Epochs: 10, LR: 0.1, Batch Size: 128, Test Loss: 0.7009
Hidden Layers: [16, 32], Activation: tanh, Epochs: 10, LR: 0.1, Batch Size: 256, Test Loss: 0.7162
Hidden Layers: [16, 32], Activation: tanh, Epochs: 10, LR: 0.1, Batch Size: 512, Test Loss: 0.6920
Hidden Layers: [16, 32], Activation: tanh, Epochs: 10, LR: 0.01, Batch Size: 16, Test Loss: 0.7120
Hidden Layers: [16, 32], Activation: tanh, Epochs: 10, LR: 0.01, Batch Size: 32, Test Loss: 0.6674
Hidden Layers: [16, 32], Activation: tanh, Epochs: 10, LR: 0.01, Batch Size: 64, Test Loss: 0.6503
Hidden Layers: [16, 32], Activation: tanh, Epochs: 10, LR: 0.01, Batch Size: 128, Test Loss: 0.6780
Hidden Layers: [16, 32], Activation: tanh, Epochs: 10, LR: 0.01, Batch Size: 256, Test Loss: 0.6560
Hidden Layers: [16, 32], Activation: tanh, Epochs: 10, LR: 0.01, Batch Size: 512, Test Loss: 0.6969
Hidden Layers: [16, 32], Activation: tanh, Epochs: 10, LR: 0.001, Batch Size: 16, Test Loss: 0.6802
Hidden Layers: [16, 32], Activation: tanh, Epochs: 10, LR: 0.001, Batch Size: 32, Test Loss: 0.6993
Hidden Layers: [16, 32], Activation: tanh, Epochs: 10, LR: 0.001, Batch Size: 64, Test Loss: 0.7041
Hidden Layers: [16, 32], Activation: tanh, Epochs: 10, LR: 0.001, Batch Size: 128, Test Loss: 0.7280
Hidden Layers: [16, 32], Activation: tanh, Epochs: 10, LR: 0.001, Batch Size: 256, Test Loss: 0.7362
Hidden Layers: [16, 32], Activation: tanh, Epochs: 10, LR: 0.001, Batch Size: 512, Test Loss: 0.7337
Hidden Layers: [16, 32], Activation: tanh, Epochs: 10, LR: 0.0001, Batch Size: 16, Test Loss: 0.7467
Hidden Layers: [16, 32], Activation: tanh, Epochs: 10, LR: 0.0001, Batch Size: 32, Test Loss: 0.7478
Hidden Layers: [16, 32], Activation: tanh, Epochs: 10, LR: 0.0001, Batch Size: 64, Test Loss: 0.7821
Hidden Layers: [16, 32], Activation: tanh, Epochs: 10, LR: 0.0001, Batch Size: 128, Test Loss: 0.8455
Hidden Layers: [16, 32], Activation: tanh, Epochs: 10, LR: 0.0001, Batch Size: 256, Test Loss: 0.9110
Hidden Layers: [16, 32], Activation: tanh, Epochs: 10, LR: 0.0001, Batch Size: 512, Test Loss: 0.9466
Hidden Layers: [16, 32], Activation: tanh, Epochs: 25, LR: 10, Batch Size: 16, Test Loss: 58.6041
Hidden Layers: [16, 32], Activation: tanh, Epochs: 25, LR: 10, Batch Size: 32, Test Loss: 1.6299
Hidden Layers: [16, 32], Activation: tanh, Epochs: 25, LR: 10, Batch Size: 64, Test Loss: 10.1594
Hidden Layers: [16, 32], Activation: tanh, Epochs: 25, LR: 10, Batch Size: 128, Test Loss: 1.1942
Hidden Layers: [16, 32], Activation: tanh, Epochs: 25, LR: 10, Batch Size: 256, Test Loss: 0.9099
Hidden Layers: [16, 32], Activation: tanh, Epochs: 25, LR: 10, Batch Size: 512, Test Loss: 0.8536
Hidden Layers: [16, 32], Activation: tanh, Epochs: 25, LR: 1, Batch Size: 16, Test Loss: 4.8407
Hidden Layers: [16, 32], Activation: tanh, Epochs: 25, LR: 1, Batch Size: 32, Test Loss: 2.2588
Hidden Layers: [16, 32], Activation: tanh, Epochs: 25, LR: 1, Batch Size: 64, Test Loss: 2.1053
Hidden Layers: [16, 32], Activation: tanh, Epochs: 25, LR: 1, Batch Size: 128, Test Loss: 1.3408
Hidden Layers: [16, 32], Activation: tanh, Epochs: 25, LR: 1, Batch Size: 256, Test Loss: 0.8591
Hidden Layers: [16, 32], Activation: tanh, Epochs: 25, LR: 1, Batch Size: 512, Test Loss: 0.8350
Hidden Layers: [16, 32], Activation: tanh, Epochs: 25, LR: 0.1, Batch Size: 16, Test Loss: 0.8894
Hidden Layers: [16, 32], Activation: tanh, Epochs: 25, LR: 0.1, Batch Size: 32, Test Loss: 0.8792
Hidden Layers: [16, 32], Activation: tanh, Epochs: 25, LR: 0.1, Batch Size: 64, Test Loss: 0.9384
Hidden Layers: [16, 32], Activation: tanh, Epochs: 25, LR: 0.1, Batch Size: 128, Test Loss: 0.7157
Hidden Layers: [16, 32], Activation: tanh, Epochs: 25, LR: 0.1, Batch Size: 256, Test Loss: 0.7690
Hidden Layers: [16, 32], Activation: tanh, Epochs: 25, LR: 0.1, Batch Size: 512, Test Loss: 0.6921
Hidden Layers: [16, 32], Activation: tanh, Epochs: 25, LR: 0.01, Batch Size: 16, Test Loss: 0.6560
Hidden Layers: [16, 32], Activation: tanh, Epochs: 25, LR: 0.01, Batch Size: 32, Test Loss: 0.6773
Hidden Layers: [16, 32], Activation: tanh, Epochs: 25, LR: 0.01, Batch Size: 64, Test Loss: 0.6421
Hidden Layers: [16, 32], Activation: tanh, Epochs: 25, LR: 0.01, Batch Size: 128, Test Loss: 0.6557
Hidden Layers: [16, 32], Activation: tanh, Epochs: 25, LR: 0.01, Batch Size: 256, Test Loss: 0.6462
Hidden Layers: [16, 32], Activation: tanh, Epochs: 25, LR: 0.01, Batch Size: 512, Test Loss: 0.6635
Hidden Layers: [16, 32], Activation: tanh, Epochs: 25, LR: 0.001, Batch Size: 16, Test Loss: 0.6527
Hidden Layers: [16, 32], Activation: tanh, Epochs: 25, LR: 0.001, Batch Size: 32, Test Loss: 0.6737
Hidden Layers: [16, 32], Activation: tanh, Epochs: 25, LR: 0.001, Batch Size: 64, Test Loss: 0.6669
Hidden Layers: [16, 32], Activation: tanh, Epochs: 25, LR: 0.001, Batch Size: 128, Test Loss: 0.6768
Hidden Layers: [16, 32], Activation: tanh, Epochs: 25, LR: 0.001, Batch Size: 256, Test Loss: 0.7242
Hidden Layers: [16, 32], Activation: tanh, Epochs: 25, LR: 0.001, Batch Size: 512, Test Loss: 0.7260
Hidden Layers: [16, 32], Activation: tanh, Epochs: 25, LR: 0.0001, Batch Size: 16, Test Loss: 0.7239
Hidden Layers: [16, 32], Activation: tanh, Epochs: 25, LR: 0.0001, Batch Size: 32, Test Loss: 0.7334
Hidden Layers: [16, 32], Activation: tanh, Epochs: 25, LR: 0.0001, Batch Size: 64, Test Loss: 0.7286
Hidden Layers: [16, 32], Activation: tanh, Epochs: 25, LR: 0.0001, Batch Size: 128, Test Loss: 0.7715
Hidden Layers: [16, 32], Activation: tanh, Epochs: 25, LR: 0.0001, Batch Size: 256, Test Loss: 0.8186
Hidden Layers: [16, 32], Activation: tanh, Epochs: 25, LR: 0.0001, Batch Size: 512, Test Loss: 0.8958
Hidden Layers: [16, 32], Activation: tanh, Epochs: 50, LR: 10, Batch Size: 16, Test Loss: 283.5096
Hidden Layers: [16, 32], Activation: tanh, Epochs: 50, LR: 10, Batch Size: 32, Test Loss: 90.6401
Hidden Layers: [16, 32], Activation: tanh, Epochs: 50, LR: 10, Batch Size: 64, Test Loss: 2.2612
Hidden Layers: [16, 32], Activation: tanh, Epochs: 50, LR: 10, Batch Size: 128, Test Loss: 1.3519
Hidden Layers: [16, 32], Activation: tanh, Epochs: 50, LR: 10, Batch Size: 256, Test Loss: 30.7084
Hidden Layers: [16, 32], Activation: tanh, Epochs: 50, LR: 10, Batch Size: 512, Test Loss: 1.5630
Hidden Layers: [16, 32], Activation: tanh, Epochs: 50, LR: 1, Batch Size: 16, Test Loss: 3.4467
Hidden Layers: [16, 32], Activation: tanh, Epochs: 50, LR: 1, Batch Size: 32, Test Loss: 1.5925
Hidden Layers: [16, 32], Activation: tanh, Epochs: 50, LR: 1, Batch Size: 64, Test Loss: 1.6473
Hidden Layers: [16, 32], Activation: tanh, Epochs: 50, LR: 1, Batch Size: 128, Test Loss: 0.8754
Hidden Layers: [16, 32], Activation: tanh, Epochs: 50, LR: 1, Batch Size: 256, Test Loss: 0.8729
Hidden Layers: [16, 32], Activation: tanh, Epochs: 50, LR: 1, Batch Size: 512, Test Loss: 0.8765
Hidden Layers: [16, 32], Activation: tanh, Epochs: 50, LR: 0.1, Batch Size: 16, Test Loss: 0.9625
Hidden Layers: [16, 32], Activation: tanh, Epochs: 50, LR: 0.1, Batch Size: 32, Test Loss: 0.8674
Hidden Layers: [16, 32], Activation: tanh, Epochs: 50, LR: 0.1, Batch Size: 64, Test Loss: 0.8800
Hidden Layers: [16, 32], Activation: tanh, Epochs: 50, LR: 0.1, Batch Size: 128, Test Loss: 0.7083
Hidden Layers: [16, 32], Activation: tanh, Epochs: 50, LR: 0.1, Batch Size: 256, Test Loss: 0.7371
Hidden Layers: [16, 32], Activation: tanh, Epochs: 50, LR: 0.1, Batch Size: 512, Test Loss: 0.7114
Hidden Layers: [16, 32], Activation: tanh, Epochs: 50, LR: 0.01, Batch Size: 16, Test Loss: 0.7299
Hidden Layers: [16, 32], Activation: tanh, Epochs: 50, LR: 0.01, Batch Size: 32, Test Loss: 0.6374
Hidden Layers: [16, 32], Activation: tanh, Epochs: 50, LR: 0.01, Batch Size: 64, Test Loss: 0.6340
Hidden Layers: [16, 32], Activation: tanh, Epochs: 50, LR: 0.01, Batch Size: 128, Test Loss: 0.6327
Hidden Layers: [16, 32], Activation: tanh, Epochs: 50, LR: 0.01, Batch Size: 256, Test Loss: 0.6323
Hidden Layers: [16, 32], Activation: tanh, Epochs: 50, LR: 0.01, Batch Size: 512, Test Loss: 0.6485
Hidden Layers: [16, 32], Activation: tanh, Epochs: 50, LR: 0.001, Batch Size: 16, Test Loss: 0.6642
Hidden Layers: [16, 32], Activation: tanh, Epochs: 50, LR: 0.001, Batch Size: 32, Test Loss: 0.6591
Hidden Layers: [16, 32], Activation: tanh, Epochs: 50, LR: 0.001, Batch Size: 64, Test Loss: 0.6468
Hidden Layers: [16, 32], Activation: tanh, Epochs: 50, LR: 0.001, Batch Size: 128, Test Loss: 0.6557
Hidden Layers: [16, 32], Activation: tanh, Epochs: 50, LR: 0.001, Batch Size: 256, Test Loss: 0.6744
Hidden Layers: [16, 32], Activation: tanh, Epochs: 50, LR: 0.001, Batch Size: 512, Test Loss: 0.6927
Hidden Layers: [16, 32], Activation: tanh, Epochs: 50, LR: 0.0001, Batch Size: 16, Test Loss: 0.6909
Hidden Layers: [16, 32], Activation: tanh, Epochs: 50, LR: 0.0001, Batch Size: 32, Test Loss: 0.7061
Hidden Layers: [16, 32], Activation: tanh, Epochs: 50, LR: 0.0001, Batch Size: 64, Test Loss: 0.7185
Hidden Layers: [16, 32], Activation: tanh, Epochs: 50, LR: 0.0001, Batch Size: 128, Test Loss: 0.7327
Hidden Layers: [16, 32], Activation: tanh, Epochs: 50, LR: 0.0001, Batch Size: 256, Test Loss: 0.7553
Hidden Layers: [16, 32], Activation: tanh, Epochs: 50, LR: 0.0001, Batch Size: 512, Test Loss: 0.7961
Hidden Layers: [16, 32], Activation: tanh, Epochs: 100, LR: 10, Batch Size: 16, Test Loss: 46.7376
Hidden Layers: [16, 32], Activation: tanh, Epochs: 100, LR: 10, Batch Size: 32, Test Loss: 301.9749
Hidden Layers: [16, 32], Activation: tanh, Epochs: 100, LR: 10, Batch Size: 64, Test Loss: 21.0417
Hidden Layers: [16, 32], Activation: tanh, Epochs: 100, LR: 10, Batch Size: 128, Test Loss: 38.5436
Hidden Layers: [16, 32], Activation: tanh, Epochs: 100, LR: 10, Batch Size: 256, Test Loss: 45.4312
Hidden Layers: [16, 32], Activation: tanh, Epochs: 100, LR: 10, Batch Size: 512, Test Loss: 0.8751
Hidden Layers: [16, 32], Activation: tanh, Epochs: 100, LR: 1, Batch Size: 16, Test Loss: 2.1577
Hidden Layers: [16, 32], Activation: tanh, Epochs: 100, LR: 1, Batch Size: 32, Test Loss: 3.6131
Hidden Layers: [16, 32], Activation: tanh, Epochs: 100, LR: 1, Batch Size: 64, Test Loss: 1.6073
Hidden Layers: [16, 32], Activation: tanh, Epochs: 100, LR: 1, Batch Size: 128, Test Loss: 1.3159
Hidden Layers: [16, 32], Activation: tanh, Epochs: 100, LR: 1, Batch Size: 256, Test Loss: 0.7872
Hidden Layers: [16, 32], Activation: tanh, Epochs: 100, LR: 1, Batch Size: 512, Test Loss: 0.9218
Hidden Layers: [16, 32], Activation: tanh, Epochs: 100, LR: 0.1, Batch Size: 16, Test Loss: 0.9160
Hidden Layers: [16, 32], Activation: tanh, Epochs: 100, LR: 0.1, Batch Size: 32, Test Loss: 0.8257
